date,close,Market_State,MA200,ADX,BB_Width,Price_StdDev,Misclassification
2022-10-02,19056.8,Ranging,28041.34035000001,19.903518160267225,0.09512915719831289,464.9880921786277,
2022-10-03,19629.08,Bear,27934.89625000001,18.512349993798182,0.08570894419510663,431.523345729709,
2022-10-04,20337.82,Bear,27827.79780000001,18.277181624946056,0.08506651994281283,443.7529687770507,
2022-10-05,20158.26,Bear,27717.583450000013,18.058810996726226,0.09138959712584119,472.52850398515227,
2022-10-06,19960.67,Bear,27611.07625000001,17.979095200702485,0.09394144556063116,480.96177261626815,
2022-10-07,19530.09,Bear,27503.715450000007,16.956044974390917,0.09028468277987627,452.26869418233383,
2022-10-08,19417.96,Bear,27388.98460000001,15.867865618778067,0.09080793686050749,452.2781601992107,
2022-10-09,19439.02,Bear,27271.76590000001,14.857413359994707,0.09043684000888096,450.9183941614967,
2022-10-10,19131.87,Bear,27147.46795000001,14.19441873174665,0.08960272618677007,439.700389792238,
2022-10-11,19060.0,Bear,27021.20215000001,13.849726441202808,0.0801165229174106,391.6726035220766,
2022-10-12,19155.53,Bear,26894.423450000013,13.529655028554957,0.08055098682706556,395.7703399996596,
2022-10-13,19375.13,Bear,26757.16030000001,14.423965882691439,0.07948599580645459,395.0148755203954,
2022-10-14,19176.93,Bear,26617.43390000001,14.348169463431931,0.07777428038928759,382.5544784437812,
2022-10-15,19069.39,Bear,26475.60685000001,14.420187460392953,0.07457427137838574,364.7573280448159,
2022-10-16,19262.98,Bear,26336.58180000001,14.082846187704247,0.07363702746262898,363.8295159148231,
2022-10-17,19549.86,Bear,26206.779400000014,13.277931302983083,0.07082192354307891,355.13181083488837,
2022-10-18,19327.44,Bear,26071.999150000014,12.642674120073442,0.07184135665115761,356.14517478207,
2022-10-19,19123.97,Bear,25938.564000000013,12.10118650845277,0.07370685477181473,361.5464812303185,
2022-10-20,19041.92,Bear,25801.736850000016,11.924979511006006,0.0760729361963564,371.55158762351107,
2022-10-21,19164.37,Bear,25664.656150000017,12.229102541473328,0.07627839121386541,374.950794209298,
2022-10-22,19204.35,Bear,25533.190150000017,12.493408247053937,0.07496903888505049,369.2833794847929,
2022-10-23,19570.4,Bear,25415.18980000002,11.678069448935442,0.07324056194320892,367.64577222836897,
2022-10-24,19329.72,Bear,25294.617450000016,10.92096913639684,0.05941181109709817,294.5618919872001,
2022-10-25,20080.07,Bear,25183.75775000002,11.627070740821738,0.05506732332778802,283.6203545554946,
2022-10-26,20771.59,Bear,25073.84585000002,13.116602027628929,0.07637301820218237,406.90019842485174,
2022-10-27,20295.11,Bear,24964.527150000024,14.499738222521321,0.08722794276671435,454.0725470604586,
2022-10-28,20591.84,Bear,24869.834100000022,15.277401101432398,0.09909153492606994,523.3713158323415,
2022-10-29,20809.67,Bear,24773.50775000002,16.469118688113237,0.11257653370570153,600.8848738586516,
2022-10-30,20627.48,Bear,24670.90620000002,17.472697303750653,0.120483364190957,637.4578392814202,
2022-10-31,20490.74,Bear,24573.648000000023,17.68541565799829,0.12373976203477423,650.3469760983618,
2022-11-01,20483.62,Bear,24473.30660000002,17.88293984408538,0.1255186246664228,659.4670308095434,
2022-11-02,20151.84,Bear,24372.172250000018,17.346629620133825,0.1273058856178586,658.0234863063836,
2022-11-03,20207.82,Bear,24274.82075000002,16.80664404415019,0.12471329145001141,646.4134914714675,
2022-11-04,21148.52,Bear,24176.55770000002,17.8308564231975,0.125230310545659,679.3094307450959,
2022-11-05,21299.37,Bear,24075.58865000002,19.01660694990357,0.13187254963112402,720.4425701605147,
2022-11-06,20905.58,Bear,23973.32560000002,19.60869338255885,0.13674285926710503,733.2382018922804,
2022-11-07,20591.13,Bear,23873.881200000018,18.99246690834161,0.13528955746089086,714.5336114552092,
2022-11-08,18547.23,Bear,23768.071450000025,20.576808848076592,0.16175920252586784,769.5312498987961,
2022-11-09,15922.81,Bear,23650.477500000023,22.883776291314454,0.29459177648899454,1203.1465727746927,
2022-11-10,17601.15,Bear,23541.232600000025,25.025960345749613,0.2895550031608139,1307.2249356015345,
2022-11-11,17070.31,Bear,23424.453750000022,27.015131253439403,0.3309622223224779,1449.098937935504,
2022-11-12,16812.08,Bear,23317.95090000002,28.862218524865636,0.37061685745640977,1598.1768047218902,
2022-11-13,16329.85,Bear,23203.42155000002,30.792245215413693,0.4215042883402246,1765.4783612572692,
2022-11-14,16619.46,Bear,23087.80850000002,32.7924734206325,0.43999001935628596,1875.590134664855,
2022-11-15,16900.57,Bear,22979.330800000018,34.649828182621384,0.4433403647088063,1921.8382481770789,
2022-11-16,16662.76,Bear,22874.49060000002,36.4535461951197,0.4634351689014008,1980.6791653189862,
2022-11-17,16692.56,Bear,22765.61165000002,38.128427206725284,0.4685951192922029,2006.31404228285,
2022-11-18,16700.45,Bear,22656.48810000002,39.09540074920621,0.46675879233490053,1999.3963137229002,
2022-11-19,16700.68,Bear,22551.346750000015,39.993304752938506,0.4625349279899022,1981.330360504033,
2022-11-20,16280.23,Bear,22434.29790000002,41.09993433957782,0.4718259497581026,1970.246501128474,
2022-11-21,15781.29,Bear,22330.439500000022,42.5670640589855,0.4846092668108023,1961.6088904919748,
2022-11-22,16226.94,Bear,22231.505350000025,43.929398798435486,0.4625859870332102,1925.3394477404706,
2022-11-23,16603.11,Bear,22137.158950000026,44.25039825114165,0.43451203321184506,1850.4163596062583,
2022-11-24,16598.95,Bear,22049.96170000003,44.2998585170184,0.38915398604313917,1656.8389893422154,
2022-11-25,16522.14,Bear,21982.190850000028,44.450268826623464,0.32494843008794416,1377.0792900626818,
2022-11-26,16458.57,Bear,21909.398200000032,44.49731889654703,0.24904576548801646,1051.3551993310036,
2022-11-27,16428.78,Bear,21846.02240000003,44.54100824719034,0.1396084653039005,588.2951567149669,
2022-11-28,16212.91,Bear,21781.93820000003,44.988463695589815,0.09558819904322964,397.5057883982075,
2022-11-29,16442.53,Bear,21717.715600000032,45.22403157196392,0.08771880738449944,369.94704898998117,
2022-11-30,17163.64,Bear,21653.10010000003,43.64619546847581,0.07165423237162236,315.44921473707626,
2022-12-01,16977.37,Bear,21581.34250000003,42.012298788926934,0.07076234897882253,308.1419742198924,
2022-12-02,17092.74,Bear,21517.436150000034,40.59792262593195,0.07442338027416501,326.28663434136655,
2022-12-03,16885.2,Bear,21449.637500000037,39.077877565058245,0.0758301418896707,328.4174946516047,
2022-12-04,17105.7,Bear,21391.589400000037,37.63037846727054,0.0792166829077721,347.56473895039636,
2022-12-05,16966.35,Bear,21324.825000000033,35.710913952776274,0.080573675445264,350.63866386108737,
2022-12-06,17088.96,Bear,21264.264750000035,33.92855404646017,0.0834257263059194,365.6737921679629,
2022-12-07,16836.64,Bear,21201.222650000032,32.7500765651089,0.08522423567411075,368.04146177838714,
2022-12-08,17224.1,Bear,21135.87345000003,31.214884414844622,0.08817414121318905,389.54351860434724,
2022-12-09,17128.56,Bear,21075.970500000025,29.618103965126572,0.09156712108804362,402.28942770927364,
2022-12-10,17127.49,Bear,21013.335050000027,28.13537926181695,0.09110340711676686,400.2271514005925,
2022-12-11,17085.05,Bear,20951.049550000025,26.623121920444596,0.0767447240302183,336.312484113901,
2022-12-12,17209.83,Bear,20891.091950000027,25.747023982258984,0.07207063418993853,318.1362298542277,
2022-12-13,17774.7,Bear,20836.816450000028,24.88972926480516,0.08160421357402105,372.0429414297533,
2022-12-14,17803.15,Bear,20780.67555000003,24.828533685815792,0.09046912645279763,413.1192707150353,
2022-12-15,17356.34,Bear,20720.116750000027,23.76905183185421,0.0913948572407223,406.872290624745,
2022-12-16,16632.12,Bear,20644.606250000026,22.86047874301853,0.09282809583368502,396.00918380574205,
2022-12-17,16776.52,Bear,20569.483650000024,22.01680373195683,0.08725299551617467,375.4571945810867,
2022-12-18,16738.21,Bear,20504.145550000027,21.08011713130933,0.07682330192594795,329.8224305984319,
2022-12-19,16438.88,Bear,20434.076850000023,20.945664912032793,0.0783091240955894,330.18914947315375,
2022-12-20,16895.56,Bear,20370.053600000025,20.238728143827274,0.0765296868081691,331.650558510507,
2022-12-21,16824.67,Bear,20304.856750000024,19.582286859065004,0.07770285880777475,335.32177638534927,
2022-12-22,16821.43,Bear,20239.367850000024,19.291041637045904,0.07855882996260911,338.95038008311724,
2022-12-23,16778.5,Bear,20166.394850000026,18.790855465421682,0.0795316242065064,342.27185614818137,
2022-12-24,16836.12,Bear,20094.948800000024,18.326396877484903,0.07976646922455251,344.46141991377857,
2022-12-25,16832.11,Bear,20028.085500000023,18.02239657465606,0.08032794693664176,346.80346970668506,
2022-12-26,16919.39,Bear,19962.132800000025,17.47181411087639,0.07992562206631884,346.855777115255,
2022-12-27,16706.36,Bear,19900.205200000022,17.44262008831277,0.08198629092329125,351.3187112555031,
2022-12-28,16547.31,Bear,19840.818250000022,17.707429385079916,0.08496298106069017,360.6079948971661,
2022-12-29,16633.47,Bear,19791.112950000024,17.95332373207798,0.08567057036854865,365.5044960689947,
2022-12-30,16607.48,Bear,19761.713300000025,18.550783707144717,0.0867899796099929,369.7017705487943,
2022-12-31,16542.4,Bear,19733.74325000002,19.10556796970669,0.08863989973831637,376.10229208822835,
2023-01-01,16616.75,Bear,19703.908400000022,19.620724784942805,0.08737462388284527,372.3999476260896,
2023-01-02,16672.87,Bear,19685.266200000024,19.35484283743651,0.07115956941473135,304.3139641979359,
2023-01-03,16675.18,Bear,19666.298050000023,19.107952457609237,0.04496952603569672,192.33886410329947,
2023-01-04,16850.36,Bear,19655.69590000002,17.996589825129995,0.030260991615980722,130.7887969784653,
2023-01-05,16831.85,Bear,19636.985150000022,16.96461023782784,0.03047445343073474,131.56670050854657,
2023-01-06,16950.65,Bear,19618.868950000022,16.13059592253001,0.03230600206319398,140.45842010068017,
2023-01-07,16943.57,Bear,19599.96920000002,15.356154058324877,0.03404040751844318,147.93736464186108,
2023-01-08,17127.83,Bear,19585.66840000002,15.360765858409811,0.034765979866231006,152.73375324251953,
2023-01-09,17178.26,Bear,19566.00905000002,16.064782632927862,0.03979303044876495,175.3332939697513,
2023-01-10,17440.66,Bear,19547.02390000002,17.00344166268349,0.0508030237945382,227.2640197477682,
2023-01-11,17943.26,Bear,19529.28425000002,19.003372542077752,0.07338750723582108,337.7549265191627,
2023-01-12,18846.62,Bear,19518.32700000002,22.23091591294053,0.11433213314873861,552.6879379565825,
2023-01-13,19930.01,Bull,19514.26425000002,25.81361221874599,0.1677717612207217,857.6391274302227,
2023-01-14,20954.92,Bull,19517.632400000017,29.653151367008146,0.22418245957172647,1204.9411682294983,
2023-01-15,20871.5,Bull,19521.37485000002,33.21843771896586,0.26780248325170614,1433.6609893094271,
2023-01-16,21185.65,Bull,19527.59205000002,36.663499802325695,0.30035444067358447,1632.1274028539844,
2023-01-17,21134.81,Bull,19536.86710000002,39.91422688393697,0.3261952664106179,1768.2929213954951,
2023-01-18,20677.47,Bull,19543.99040000002,41.69319699375449,0.34583024149981506,1834.1657243222226,
2023-01-19,21071.59,Bull,19552.76920000002,43.34509781001361,0.3516723489811971,1900.700704744184,
2023-01-20,22667.21,Bull,19564.92170000002,45.59435917759936,0.35567941145102766,2067.92603465876,
2023-01-21,22783.55,Bull,19577.96030000002,47.87659226652995,0.37517579546369884,2192.473800191181,
2023-01-22,22707.88,Bull,19588.677150000018,49.69352636779235,0.3887266160240831,2264.118087754506,
2023-01-23,22916.45,Bull,19595.134500000022,51.418160597917066,0.39255135037174893,2307.395404833522,
2023-01-24,22632.89,Bull,19600.32520000002,52.924116737552325,0.3962488032835895,2300.3090195821073,
2023-01-25,23060.94,Bull,19607.67075000002,54.57308125126473,0.3852828698564021,2278.950604287559,
2023-01-26,23009.65,Bull,19618.40665000002,56.10426258542625,0.37598826272705116,2219.0265905390747,
2023-01-27,23074.16,Bull,19633.95940000002,56.69005933347977,0.35736053665535167,2115.0015863585554,
2023-01-28,23022.6,Bull,19652.42865000002,57.234013456672336,0.33418356359348467,1973.4115235760194,
2023-01-29,23742.3,Bull,19669.96580000002,58.14406463114111,0.2983290355591257,1816.7556455956526,
2023-01-30,22826.15,Bull,19681.15235000002,57.848382225752104,0.2678247064170025,1568.0557899628584,
2023-01-31,23125.13,Bull,19692.62780000002,57.573819992176595,0.22132108947429224,1312.7595558026012,
2023-02-01,23732.66,Bull,19705.313100000018,57.657107725486,0.18650630963589523,1135.3196440434926,
2023-02-02,23488.94,Bull,19718.767000000018,58.0012662006646,0.17013957668807905,1025.054537695814,
2023-02-03,23431.9,Bull,19723.763600000017,57.928724685987184,0.16402027101371106,985.7873400230526,
2023-02-04,23326.84,Bull,19723.414700000016,57.861364708072436,0.15293297697942454,915.029844306063,
2023-02-05,22932.91,Bull,19721.962750000017,56.54224310271734,0.1437434200898014,845.5228456138773,
2023-02-06,22762.52,Bull,19720.01440000002,55.054348293808,0.1290283387888636,753.3272064511291,
2023-02-07,23240.46,Bull,19722.792550000016,53.88115410799653,0.09338863098674284,556.6945054253522,
2023-02-08,22963.0,Bull,19725.35220000002,52.902442961954264,0.056119430132004676,330.5370023565138,
2023-02-09,21796.35,Bull,19721.435550000017,49.9191830567763,0.07679320510208483,429.32361061936876,
2023-02-10,21625.19,Bull,19723.00700000002,46.74175731350731,0.09562303089072756,530.3964919740791,
2023-02-11,21862.55,Bull,19726.046400000017,43.79129055190038,0.10405251644313056,583.4875711157588,
2023-02-12,21783.54,Bull,19720.201850000016,41.34931556641754,0.11405247242142487,637.2522357611782,
2023-02-13,21773.97,Bull,19709.857050000017,38.555354342610585,0.12204596228353777,681.6151617070558,
2023-02-14,22199.84,Bull,19701.987500000017,36.65355224943136,0.12175594864948608,693.2952731552856,
2023-02-15,24324.05,Bull,19705.390200000016,37.037070926129026,0.1239450516415344,773.2915886823229,
2023-02-16,23517.72,Bull,19706.51220000002,37.94999208226834,0.13034416369430746,786.2578805284859,
2023-02-17,24569.97,Bull,19713.02200000002,38.51020608009351,0.1385265385783711,873.0031579277544,
2023-02-18,24631.95,Bull,19721.24280000002,39.03040479235974,0.14812261660328477,935.833043401209,
2023-02-19,24271.76,Bull,19728.50975000002,39.72974234602849,0.1569276281558021,976.9647314855177,
2023-02-20,24842.2,Bull,19739.60585000002,39.709987083219836,0.1655089420572331,1054.6047487309079,
2023-02-21,24452.16,Bull,19745.304550000023,39.79637384630367,0.17333900399267665,1087.1556611144285,
2023-02-22,24182.21,Bull,19751.444550000022,38.828889040353616,0.17864171837606754,1108.0441927127574,
2023-02-23,23940.2,Bull,19755.273600000022,38.05467700256218,0.1822036453721485,1118.8272668497905,
2023-02-24,23185.29,Bull,19752.150050000022,36.0913953820339,0.1881253843572753,1118.7631128713406,
2023-02-25,23157.07,Bull,19752.18565000002,34.09241047874822,0.18799298169789144,1116.6149819830202,
2023-02-26,23554.85,Bull,19750.189650000022,32.80444466157129,0.1841046456880578,1112.303481553504,
2023-02-27,23492.09,Bull,19747.97815000002,31.84563117660338,0.18472738643483885,1113.09222141956,
2023-02-28,23141.57,Bull,19741.66760000002,30.808057284873218,0.18715736392535032,1110.9076187193418,
2023-03-01,23628.97,Bull,19737.605550000022,30.315750354004393,0.17376016914929948,1053.108765501978,
2023-03-02,23465.32,Bull,19733.40595000002,29.85860820391191,0.16050598416111225,966.0417946191811,
2023-03-03,22354.34,Bull,19724.70355000002,27.97156901431554,0.1617953929074077,927.6971216218803,
2023-03-04,22346.57,Bull,19717.162700000015,26.21931833826177,0.15342638091315655,879.4053818195304,
2023-03-05,22430.24,Bear,19712.600600000016,24.47066260641201,0.14249537366614282,819.8093950568128,⚠️ Potential Misclassification
2023-03-06,22410.0,Bear,19708.694600000017,22.84691085540866,0.1395758324887131,802.2879870603277,⚠️ Potential Misclassification
2023-03-07,22197.96,Bear,19715.512450000017,21.60556874575588,0.14762686236346023,840.5366599885652,⚠️ Potential Misclassification
2023-03-08,21705.44,Bear,19718.339300000014,20.952873121652367,0.1670719914646005,930.1445578230785,⚠️ Potential Misclassification
2023-03-09,20362.22,Bear,19712.572350000017,21.978964353382715,0.21246417344677573,1109.6577215018494,⚠️ Potential Misclassification
2023-03-10,20150.69,Bear,19706.326650000017,23.314303474348236,0.24119808152528627,1246.6426389721355,⚠️ Potential Misclassification
2023-03-11,20455.73,Bear,19700.959700000018,24.00724186790597,0.2526153736505216,1325.4183104822287,⚠️ Potential Misclassification
2023-03-12,21997.11,Bear,19704.104850000014,22.635501760997418,0.22006737900462497,1241.6508885190908,⚠️ Potential Misclassification
2023-03-13,24113.48,Bear,19716.877050000014,22.684480918192175,0.1968600767614177,1217.5750702883233,⚠️ Potential Misclassification
2023-03-14,24670.41,Bear,19739.023850000016,23.761501973904096,0.198329880329123,1254.9971020927899,⚠️ Potential Misclassification
2023-03-15,24285.66,Bear,19760.264150000017,24.678245067616803,0.20485393739856808,1276.0639286428425,⚠️ Potential Misclassification
2023-03-16,24998.78,Bull,19787.480000000018,25.529506511778603,0.21462885579307583,1376.2113362127604,
2023-03-17,27395.13,Bull,19823.027000000016,27.418085959185838,0.2454841347125461,1724.9440035047019,
2023-03-18,26907.49,Bull,19858.506150000016,29.17176687463541,0.28051513173398357,1936.0104037697538,
2023-03-19,27972.87,Bull,19898.120400000018,31.031340086271122,0.30930350062918976,2219.2185213833814,
2023-03-20,27717.01,Bull,19936.048150000017,32.78641561677811,0.34084008970604207,2423.121859500236,
2023-03-21,28105.47,Bull,19976.816200000016,34.416128609391734,0.36431114185808844,2626.2829361973872,
2023-03-22,27250.97,Bull,20013.91155000002,35.03114774764393,0.39127529798558935,2734.9072499990007,
2023-03-23,28295.41,Bull,20055.38710000002,35.60223694744953,0.3950590606341439,2867.1883542951587,
2023-03-24,27454.47,Bull,20093.675250000022,35.99114469320625,0.4135592290882899,2912.252235596594,
2023-03-25,27462.95,Bull,20137.036950000023,36.352273314266064,0.41699218246038217,2937.3338177079536,
2023-03-26,27968.05,Bull,20180.413000000022,36.93428977365458,0.41298092310741785,2962.58202899972,
2023-03-27,27124.91,Bull,20219.438700000024,36.19946400532388,0.4190317614900509,2915.368483077991,
2023-03-28,27261.07,Bull,20248.943500000023,35.517125791873944,0.4027056654430917,2815.845637721884,
2023-03-29,28348.6,Bull,20282.444800000027,35.6752801781973,0.3564317318634092,2591.708677860083,
2023-03-30,28028.53,Bull,20313.453100000024,36.140136002088994,0.3101638853557622,2229.8197381791097,
2023-03-31,28465.36,Bull,20343.801200000024,36.32313073101914,0.24408412638422572,1782.109656267049,
2023-04-01,28452.73,Bull,20385.197000000022,36.598437421576804,0.19387398666973865,1414.8867826672833,
2023-04-02,28171.87,Bull,20424.922800000022,36.30651801414887,0.17194009303597713,1242.427452924102,
2023-04-03,27800.0,Bull,20465.413400000023,35.12664078687712,0.15114330436083365,1077.7348204413925,
2023-04-04,28165.47,Bull,20507.224250000025,34.03104050441049,0.10831422067328704,782.4934088644553,
2023-04-05,28170.01,Bull,20547.506200000025,33.318026416293336,0.06554990744180454,473.6279136535797,
2023-04-06,28033.82,Bull,20590.594400000024,32.51396849440017,0.06459850585218896,464.49704930284923,
2023-04-07,27906.33,Bull,20632.440950000022,31.76734328121365,0.05687295023277994,407.0864894453622,
2023-04-08,27938.38,Bull,20677.757850000024,31.133853873114724,0.05677740000047285,406.86930505255486,
2023-04-09,28323.76,Bull,20727.06985000002,30.948343567216178,0.05706596096992302,414.577994954542,
2023-04-10,29637.34,Bull,20778.248400000022,31.830686439797734,0.07400260908128667,562.5543149470367,
2023-04-11,30200.42,Bull,20832.80095000002,33.14722596616082,0.09262887479173532,717.5258920716129,
2023-04-12,29888.07,Bull,20887.63880000002,34.36972695492654,0.1063172968526971,815.042027699384,
2023-04-13,30373.84,Bull,20945.47110000002,35.57421807754368,0.11827048110936723,921.4128622331551,
2023-04-14,30466.93,Bull,21001.666650000017,36.944916119796495,0.12849528946692673,1004.1396306890182,
2023-04-15,30295.09,Bull,21057.74645000002,38.21770715903125,0.137396665517356,1067.6444480859261,
2023-04-16,30304.65,Bull,21112.20560000002,39.21475841204498,0.1370031939187771,1064.922910475224,
2023-04-17,29430.27,Bull,21161.399400000017,38.38144864378279,0.13348170733184903,1007.614028742247,
2023-04-18,30380.01,Bull,21216.186400000017,37.77533020050374,0.13455977102245759,1048.5312002704318,
2023-04-19,28797.1,Bull,21263.617150000013,36.22489689659379,0.13863712760451763,1024.015457314604,
2023-04-20,28243.65,Bull,21309.551400000015,34.02221164295024,0.1424506756969668,1031.9616081753823,
2023-04-21,27262.84,Bull,21347.720200000014,32.311908715066075,0.15733253121263877,1100.1903481040638,
2023-04-22,27816.85,Bull,21385.11535000001,30.723770282030777,0.15652909845076932,1116.8150004517186,
2023-04-23,27590.6,Bull,21422.27705000001,29.249070308498002,0.15957546398115632,1129.289959540145,
2023-04-24,27510.93,Bull,21460.028350000008,28.335049470000236,0.16475252187211364,1162.5604624974962,
2023-04-25,28300.79,Bull,21503.88185000001,26.849639043249134,0.15958533664572022,1158.4298744068117,
2023-04-26,28415.29,Bull,21548.86850000001,26.330059719847565,0.15722066515306152,1145.8820808858507,
2023-04-27,29472.77,Bull,21599.03725000001,25.84759320526039,0.1486603938035475,1123.8140048108378,
2023-04-28,29311.7,Bull,21649.93640000001,25.399588584572307,0.1456490470849116,1095.0321260533754,
2023-04-29,29230.45,Bear,21700.788650000013,24.98358429393337,0.14402455630706623,1079.817230921037,⚠️ Potential Misclassification
2023-04-30,29233.21,Bull,21751.17705000001,25.15677021079997,0.1432235946318688,1073.9134505950542,
2023-05-01,28068.26,Bear,21794.64270000001,23.418607314629817,0.14827452452461432,1067.4812042050573,⚠️ Potential Misclassification
2023-05-02,28669.86,Bear,21842.107350000013,21.80459891104325,0.1427769016692392,1049.9333517465586,⚠️ Potential Misclassification
2023-05-03,29026.16,Bear,21891.891200000016,20.661775123675966,0.13380779244017266,996.2060999793557,⚠️ Potential Misclassification
2023-05-04,28838.16,Bear,21939.767100000012,19.737116518591627,0.12500363949170173,924.6309167705349,⚠️ Potential Misclassification
2023-05-05,29505.61,Bear,21989.545850000013,19.236242836692693,0.11539574183968229,873.3183531767141,⚠️ Potential Misclassification
2023-05-06,28848.2,Bear,22037.149650000014,18.050246111475396,0.10756969075173345,795.9519414705974,⚠️ Potential Misclassification
2023-05-07,28430.1,Bear,22083.68030000001,16.94896343805933,0.10679024524693644,778.7322795554339,⚠️ Potential Misclassification
2023-05-08,27668.79,Bear,22126.81465000001,16.946893093498755,0.09757746754297926,692.4970309900418,⚠️ Potential Misclassification
2023-05-09,27628.27,Bear,22169.13415000001,16.944970630692506,0.10105048407571457,716.0944303609477,⚠️ Potential Misclassification
2023-05-10,27598.75,Bear,22211.10615000001,17.542331680544475,0.10455847626028283,740.1621355197307,⚠️ Potential Misclassification
2023-05-11,26968.62,Bear,22248.09725000001,18.17145315574507,0.11085869634167136,766.8434229683137,⚠️ Potential Misclassification
2023-05-12,26795.01,Bear,22285.42370000001,19.5525212276123,0.1220566025062506,838.8675725124425,⚠️ Potential Misclassification
2023-05-13,26775.28,Bear,22318.89975000001,20.834941580060445,0.13044707057318913,895.8732266778493,⚠️ Potential Misclassification
