timestamp,open,high,low,close,volume
1741838400000,83577.14,83709.03,83201.91,83286.63,739.22902
1741842000000,83286.63,83540.83,83077.0,83157.16,747.63636
1741845600000,83157.16,83329.42,82851.0,83292.6,814.14759
1741849200000,83292.6,83559.06,83127.98,83151.99,783.38238
1741852800000,83152.0,83262.58,82400.04,82973.35,822.40169
1741856400000,82973.34,83522.61,82969.79,83426.87,964.97054
1741860000000,83426.87,83488.43,83001.0,83191.67,754.49967
1741863600000,83191.67,83229.42,82708.29,82975.86,657.69577
1741867200000,82975.86,83900.0,82286.0,82517.99,1673.24224
1741870800000,82518.0,83111.64,81600.0,81777.15,2056.53095
1741874400000,81777.15,82524.46,81546.52,82009.5,1725.43591
1741878000000,82009.51,82193.66,80954.29,81044.72,2175.89338
1741881600000,81044.72,81264.73,80666.0,80876.36,1686.93991
1741885200000,80876.36,80893.02,79939.9,80064.0,2988.91877
1741888800000,80063.99,80957.84,79996.65,80820.05,1638.17538
1741892400000,80820.05,81031.81,80137.47,80211.4,1081.83567
1741896000000,80210.4,80735.83,80189.89,80379.05,770.63142
1741899600000,80379.05,80882.65,80280.66,80819.99,713.67943
1741903200000,80819.99,81400.0,80730.48,81395.54,550.15428
1741906800000,81395.54,81484.23,81046.57,81115.78,433.38654
1741910400000,81115.78,81694.41,80818.84,81503.31,721.32303
1741914000000,81503.31,81876.17,81206.04,81603.08,506.51801
1741917600000,81603.07,82270.51,81588.51,82226.98,714.90216
1741921200000,82226.98,82247.7,81708.96,81888.77,803.86317
1741924800000,81888.77,82040.0,81841.99,81948.16,371.30991
1741928400000,81948.17,82218.03,81820.22,82141.96,622.41868
1741932000000,82141.96,82191.22,81780.08,82038.09,405.28499
1741935600000,82038.09,82454.5,81895.95,82170.85,622.58387
1741939200000,82170.84,82647.21,82170.84,82593.44,641.79384
1741942800000,82593.45,82940.34,82569.31,82776.5,710.88441
1741946400000,82776.51,83300.01,82672.29,83042.22,1268.05152
1741950000000,83042.21,83348.46,82975.33,83253.15,719.70825
1741953600000,83253.15,83526.96,83052.41,83420.87,921.32806
1741957200000,83420.87,83888.0,83040.83,83602.16,1846.65606
1741960800000,83602.15,83602.15,82640.59,83524.8,3070.46253
1741964400000,83524.8,85309.71,83524.8,84724.58,5578.42625
1741968000000,84724.58,84950.0,83949.19,84787.37,2261.19233
1741971600000,84787.37,84838.0,84194.01,84365.18,861.11789
1741975200000,84365.18,84726.42,84203.66,84570.54,803.03307
1741978800000,84570.54,84929.45,84458.44,84554.0,737.1922
1741982400000,84554.0,84554.01,83717.69,84127.2,1000.5735
1741986000000,84127.21,84299.7,83953.57,84205.79,383.76632
1741989600000,84205.79,84512.05,84105.73,84438.06,849.70705
1741993200000,84438.07,84445.2,83950.06,83983.2,436.43045
1741996800000,83983.19,84351.88,83964.57,84297.14,404.85017
1742000400000,84297.13,84583.04,84107.27,84353.85,433.0424
1742004000000,84353.85,84632.08,84160.37,84557.95,452.46432
1742007600000,84557.96,84676.28,84418.38,84491.99,510.72249
1742011200000,84492.0,84559.0,84300.04,84456.57,295.90084
1742014800000,84456.58,84478.03,84266.25,84266.26,264.13452
1742018400000,84266.26,84308.16,84160.37,84183.28,311.33661
1742022000000,84183.28,84192.21,83791.09,83827.31,916.14417
1742025600000,83827.32,84032.9,83618.0,83891.36,779.80417
1742029200000,83891.37,83975.22,83710.32,83966.95,949.50063
1742032800000,83966.95,83994.11,83667.23,83912.19,385.90322
1742036400000,83912.19,84184.58,83842.95,84103.74,436.48745
1742040000000,84103.74,84272.19,84010.58,84136.53,638.42673
1742043600000,84136.53,84499.74,84132.08,84460.0,810.2508
1742047200000,84459.99,84459.99,84106.83,84131.75,859.8038
1742050800000,84131.75,84408.6,84131.75,84346.02,487.41953
1742054400000,84346.03,84498.72,84196.0,84362.91,680.60018
1742058000000,84362.9,84495.43,84277.66,84422.25,392.01683
1742061600000,84422.25,84476.46,84125.01,84223.29,284.29156
1742065200000,84223.28,84320.49,84076.92,84299.98,324.78211
1742068800000,84299.99,84450.0,84299.98,84389.31,174.96258
1742072400000,84389.31,84467.7,84237.58,84388.73,199.25715
1742076000000,84388.73,84450.1,84322.82,84382.65,161.41378
1742079600000,84382.65,84411.69,84268.4,84338.44,171.21716
1742083200000,84338.44,84391.06,84213.03,84253.52,183.74346
1742086800000,84253.53,84277.03,83840.0,83869.31,457.47235
1742090400000,83869.32,84130.39,83733.86,83966.05,320.67384
1742094000000,83966.05,84393.72,83906.26,84332.34,252.10048
1742097600000,84332.35,84418.0,84245.98,84408.97,266.06424
1742101200000,84408.97,84411.85,84305.95,84395.31,207.70079
1742104800000,84395.31,84400.0,84228.0,84228.0,145.78217
1742108400000,84228.01,84373.64,83972.57,84273.96,345.16527
1742112000000,84273.95,84335.43,84162.83,84268.36,218.05774
1742115600000,84268.36,84271.03,83800.0,83897.02,456.91285
1742119200000,83897.02,84066.92,83649.04,83666.98,458.6363
1742122800000,83666.98,83691.61,82381.46,82410.02,1849.0388
1742126400000,82410.01,82931.41,82400.0,82755.89,1045.99634
1742130000000,82755.89,83151.81,82498.38,82596.1,1101.71905
1742133600000,82596.09,83385.97,82575.36,83373.16,862.87399
1742137200000,83373.15,83508.95,82981.14,83320.83,771.86427
1742140800000,83320.83,85117.04,83293.42,83634.53,3344.71639
1742144400000,83633.49,84118.56,83483.45,83913.22,905.46005
1742148000000,83913.22,84094.52,83633.14,83701.75,531.09149
1742151600000,83701.76,83727.28,82562.36,83098.47,1100.6719
1742155200000,83098.47,83453.01,82910.77,83216.98,547.08888
1742158800000,83216.99,83224.31,82688.82,82766.52,482.34007
1742162400000,82766.51,82846.0,82090.7,82093.71,911.28605
1742166000000,82093.72,82632.0,81981.12,82574.53,829.66854
1742169600000,82574.52,83156.5,82523.0,83054.91,514.41819
1742173200000,83054.9,83400.0,82825.55,83233.8,552.38898
1742176800000,83233.8,83375.35,82981.68,83212.51,364.65635
1742180400000,83212.51,83725.39,83212.5,83675.65,708.95371
1742184000000,83675.64,83869.77,83522.0,83615.53,468.72749
1742187600000,83615.53,83615.53,83120.0,83120.0,603.93675
1742191200000,83120.01,83295.07,82682.62,83220.91,642.44701
1742194800000,83220.91,83636.36,83212.83,83567.87,721.46174
1742198400000,83567.88,83719.39,83221.18,83547.17,511.92445
1742202000000,83547.16,83783.02,83431.09,83664.31,550.97551
1742205600000,83664.31,83687.17,83260.04,83344.34,424.06115
1742209200000,83344.34,83699.0,83220.11,83514.73,417.30684
1742212800000,83514.73,84000.0,83002.01,83052.0,1602.93914
1742216400000,83052.01,83735.84,82808.52,83023.38,1353.72595
1742220000000,83023.37,83358.5,82456.0,82913.03,1546.82937
1742223600000,82913.03,83701.71,82706.58,83531.06,969.57355
1742227200000,83531.07,83878.9,83103.6,83448.86,972.11069
1742230800000,83448.86,84336.89,83358.49,84197.46,1045.92714
1742234400000,84197.46,84585.0,83983.74,84496.58,1090.21429
1742238000000,84496.57,84756.83,84311.07,84482.55,725.81983
1742241600000,84482.55,84506.8,83846.15,83954.36,506.33404
1742245200000,83954.36,84251.86,83883.87,84077.8,377.45641
1742248800000,84077.8,84120.0,84023.18,84023.19,14.02239
