timestamp,open,high,low,close,volume,200_MA,RSI,ADX,MACD_Histogram,ATR,OBV,Market_State,Questionable
2022-06-21,20573.9,21723.0,20348.4,20723.52,104371.0749,20723.52,47.78229505635424,10.847609950343166,164.32767614921408,1076.3807142857145,104371.0749,Ranging,False
2022-06-22,20723.51,20900.0,19770.51,19987.99,92133.97938,20355.755,47.78229505635424,10.847609950343166,164.32767614921408,1076.3807142857145,12237.095520000003,Ranging,False
2022-06-23,19988.0,21233.0,19890.07,21110.13,83127.08716,20607.213333333333,47.78229505635424,10.847609950343166,164.32767614921408,1076.3807142857145,95364.18268,Ranging,False
2022-06-24,21110.12,21558.41,20736.72,21237.69,77430.36622,20764.8325,47.78229505635424,10.847609950343166,164.32767614921408,1076.3807142857145,172794.5489,Ranging,False
2022-06-25,21237.68,21614.5,20906.62,21491.19,51431.67794,20910.104,47.78229505635424,10.847609950343166,164.32767614921408,1076.3807142857145,224226.22684,Ranging,False
2022-06-26,21491.18,21888.0,20964.73,21038.07,53278.10464,20931.431666666667,47.78229505635424,10.847609950343166,164.32767614921408,1076.3807142857145,170948.12219999998,Ranging,False
2022-06-27,21038.08,21539.85,20510.0,20742.56,64475.0013,20904.45,47.78229505635424,10.847609950343166,164.32767614921408,1076.3807142857145,106473.12089999998,Ranging,False
2022-06-28,20742.57,21212.1,20202.01,20281.29,63801.0832,20826.555,47.78229505635424,10.847609950343166,164.32767614921408,1076.3807142857145,42672.03769999998,Ranging,False
2022-06-29,20281.28,20432.31,19854.92,20123.01,77309.04379,20748.383333333335,47.78229505635424,10.847609950343166,164.32767614921408,1076.3807142857145,-34637.00609000002,Ranging,False
2022-06-30,20123.0,20179.08,18626.0,19942.21,93846.64806,20667.766,47.78229505635424,10.847609950343166,164.32767614921408,1076.3807142857145,-128483.65415000002,Ranging,False
2022-07-01,19942.21,20918.35,18975.0,19279.8,111844.59494,20541.587272727273,47.78229505635424,10.847609950343166,164.32767614921408,1076.3807142857145,-240328.24909,Ranging,False
2022-07-02,19279.8,19467.39,18977.01,19252.81,46180.3021,20434.189166666667,47.78229505635424,10.847609950343166,164.32767614921408,1076.3807142857145,-286508.55119,Ranging,False
2022-07-03,19252.82,19647.63,18781.0,19315.83,51087.46631,20348.161538461536,47.78229505635424,10.847609950343166,164.32767614921408,1076.3807142857145,-235421.08488000004,Ranging,False
2022-07-04,19315.83,20354.01,19055.31,20236.71,74814.04601,20340.200714285715,47.78229505635424,10.847609950343166,164.32767614921408,1076.3807142857145,-160607.03887000005,Ranging,False
2022-07-05,20236.71,20750.0,19304.4,20175.83,96041.13756,20329.24266666667,46.900853378897715,10.847609950343166,164.32767614921408,1102.7535204081635,-256648.17643000005,Ranging,False
2022-07-06,20175.84,20675.22,19761.25,20564.51,82439.5808,20343.946875,52.8774945571852,10.847609950343166,164.32767614921408,1089.2689832361518,-174208.59563000005,Ranging,False
2022-07-07,20564.51,21838.1,20251.68,21624.98,85014.58261,20419.301764705884,64.58871598374118,10.847609950343166,164.32767614921408,1124.779770147855,-89194.01302000006,Ranging,False
2022-07-08,21624.99,22527.37,21189.26,21594.75,403081.57349,20484.604444444445,64.09966512799343,10.847609950343166,164.32767614921408,1140.0176437087225,-492275.58651000005,Ranging,False
2022-07-09,21594.75,21980.0,21322.12,21591.83,178417.84468,20542.87947368421,64.04921751888426,10.847609950343166,164.32767614921408,1105.579240586671,-670693.43119,Ranging,False
2022-07-10,21592.15,21607.65,20655.0,20862.47,192188.21556,20558.859,52.85880828515787,10.847609950343166,164.32767614921408,1094.6557234019087,-862881.6467500001,Ranging,False
