timestamp,close,high,low,open,volume,200_MA,RSI,ADX,MACD_Histogram,ATR,OBV,Market_State,Questionable
2024-08-31 00:00:00+00:00,58969.8984375,59432.59375,58768.78515625,59117.48046875,12403470760.0,58969.8984375,63.202832903392725,17.318938696062514,-572.0503167359147,2242.3936941964284,12403470760.0,,False
2024-09-01 00:00:00+00:00,57325.48828125,59062.0703125,57217.82421875,58969.80078125,24592449997.0,58147.693359375,63.202832903392725,17.318938696062514,-572.0503167359147,2242.3936941964284,-12188979237.0,,False
2024-09-02 00:00:00+00:00,59112.48046875,59403.0703125,57136.02734375,57326.96875,27036454524.0,58469.2890625,63.202832903392725,17.318938696062514,-572.0503167359147,2242.3936941964284,14847475287.0,,False
2024-09-03 00:00:00+00:00,57431.0234375,59815.05859375,57425.16796875,59106.19140625,26666961053.0,58209.72265625,63.202832903392725,17.318938696062514,-572.0503167359147,2242.3936941964284,-11819485766.0,,False
2024-09-04 00:00:00+00:00,57971.5390625,58511.5703125,55673.1640625,57430.34765625,35627680312.0,58162.0859375,63.202832903392725,17.318938696062514,-572.0503167359147,2242.3936941964284,23808194546.0,,False
2024-09-05 00:00:00+00:00,56160.48828125,58300.58203125,55712.453125,57971.703125,31030280656.0,57828.486328125,63.202832903392725,17.318938696062514,-572.0503167359147,2242.3936941964284,-7222086110.0,,False
2024-09-06 00:00:00+00:00,53948.75390625,56976.109375,52598.69921875,56160.19140625,49361693566.0,57274.23883928572,63.202832903392725,17.318938696062514,-572.0503167359147,2242.3936941964284,-56583779676.0,,False
2024-09-07 00:00:00+00:00,54139.6875,54838.14453125,53740.0703125,53949.0859375,19061486526.0,56882.419921875,63.202832903392725,17.318938696062514,-572.0503167359147,2242.3936941964284,-37522293150.0,,False
2024-09-08 00:00:00+00:00,54841.56640625,55300.859375,53653.7578125,54147.93359375,18268287531.0,56655.65842013889,63.202832903392725,17.318938696062514,-572.0503167359147,2242.3936941964284,-19254005619.0,,False
2024-09-09 00:00:00+00:00,57019.53515625,58041.125,54598.43359375,54851.88671875,34618096173.0,56692.04609375,63.202832903392725,17.318938696062514,-572.0503167359147,2242.3936941964284,15364090554.0,,False
2024-09-10 00:00:00+00:00,57648.7109375,58029.9765625,56419.4140625,57020.09765625,28857630507.0,56779.015625,63.202832903392725,17.318938696062514,-572.0503167359147,2242.3936941964284,44221721061.0,,False
2024-09-11 00:00:00+00:00,57343.171875,57991.3203125,55567.33984375,57650.2890625,37049062672.0,56826.028645833336,63.202832903392725,17.318938696062514,-572.0503167359147,2242.3936941964284,7172658389.0,,False
2024-09-12 00:00:00+00:00,58127.01171875,58534.359375,57330.1015625,57343.171875,33835707949.0,56926.10426682692,63.202832903392725,17.318938696062514,-572.0503167359147,2242.3936941964284,41008366338.0,,False
2024-09-13 00:00:00+00:00,60571.30078125,60648.0234375,57650.11328125,58130.32421875,32490528356.0,57186.47544642857,63.202832903392725,17.318938696062514,-572.0503167359147,2242.3936941964284,73498894694.0,,False
2024-09-14 00:00:00+00:00,60005.12109375,60656.72265625,59517.8828125,60569.1171875,16428405496.0,57374.38515625,59.89162448201091,17.318938696062514,-572.0503167359147,2163.5684191645405,57070489198.0,,False
