timestamp,close,high,low,open,volume,200_MA,RSI,ADX,MACD_Histogram,ATR,OBV,Market_State,Questionable
2014-09-17,457.334014892578,468.174011230469,452.421997070313,465.864013671875,21056800,457.334014892578,33.933723525640100,42.77413819404100,4.5534298310175400,22.963640485491,21056800,,FALSE
2014-09-18,424.440002441406,456.859985351563,413.10400390625,456.859985351563,34483200,440.887008666992,33.933723525640100,42.77413819404100,4.5534298310175400,22.963640485491,-13426400,,FALSE
2014-09-19,394.795989990234,427.834991455078,384.532012939453,424.102996826172,37919700,425.52333577473900,33.933723525640100,42.77413819404100,4.5534298310175400,22.963640485491,-51346100,,FALSE
2014-09-20,408.903991699219,423.295989990234,389.882995605469,394.673004150391,36863600,421.36849975585900,33.933723525640100,42.77413819404100,4.5534298310175400,22.963640485491,-14482500,,FALSE
2014-09-21,398.821014404297,412.425994873047,393.180999755859,408.084991455078,26580100,416.8590026855470,33.933723525640100,42.77413819404100,4.5534298310175400,22.963640485491,-41062600,,FALSE
2014-09-22,402.152008056641,406.915985107422,397.130004882813,399.100006103516,24127600,414.4078369140630,33.933723525640100,42.77413819404100,4.5534298310175400,22.963640485491,-16935000,,FALSE
2014-09-23,435.790985107422,441.557006835938,396.196990966797,402.092010498047,45099500,417.4625723702570,33.933723525640100,42.77413819404100,4.5534298310175400,22.963640485491,28164500,,FALSE
2014-09-24,423.204986572266,436.111999511719,421.131988525391,435.751007080078,30627700,418.18037414550800,33.933723525640100,42.77413819404100,4.5534298310175400,22.963640485491,-2463200,,FALSE
2014-09-25,411.574005126953,423.519989013672,409.467987060547,423.156005859375,26814400,417.4463331434460,33.933723525640100,42.77413819404100,4.5534298310175400,22.963640485491,-29277600,,FALSE
2014-09-26,404.424987792969,414.93798828125,400.009002685547,411.428985595703,21460800,416.14419860839900,33.933723525640100,42.77413819404100,4.5534298310175400,22.963640485491,-50738400,,FALSE
2014-09-27,399.519989013672,406.622985839844,397.372009277344,403.555999755859,15029300,414.63290682706000,33.933723525640100,42.77413819404100,4.5534298310175400,22.963640485491,-65767700,,FALSE
2014-09-28,377.180999755859,401.016998291016,374.332000732422,399.471008300781,23613300,411.5119145711260,33.933723525640100,42.77413819404100,4.5534298310175400,22.963640485491,-89381000,,FALSE
2014-09-29,375.467010498047,385.210998535156,372.239990234375,376.928009033203,32497700,408.73922964242800,33.933723525640100,42.77413819404100,4.5534298310175400,22.963640485491,-121878700,,FALSE
2014-09-30,386.944000244141,390.976989746094,373.442993164063,376.088012695313,34707300,407.1824275425500,33.933723525640100,42.77413819404100,4.5534298310175400,22.963640485491,-87171400,,FALSE
2014-10-01,383.614990234375,391.378997802734,380.779998779297,387.427001953125,26229400,405.6112650553390,32.93373192387110,42.77413819404100,4.5534298310175400,22.08045180963,-113400800,,FALSE
2014-10-02,375.071990966797,385.497009277344,372.946014404297,383.988006591797,21777700,403.70256042480500,30.453554355715100,42.77413819404100,4.5534298310175400,21.399776314159800,-135178500,,FALSE
2014-10-03,359.511993408203,377.695007324219,357.859008789063,375.180999755859,30901200,401.1031153061810,26.534065257701700,42.77413819404100,4.5534298310175400,21.2880779013738,-166079700,,FALSE
2014-10-04,328.865997314453,364.486999511719,325.885986328125,359.891998291016,47236500,397.08994208441800,20.843956868586300,42.77413819404100,4.5534298310175400,22.5247161358181,-213316200,,FALSE
2014-10-05,320.510009765625,341.800994873047,289.295989990234,328.915985107422,83308096,393.05941933079800,19.609189575775900,42.77413819404100,4.5534298310175400,24.666165332032000,-296624296,,FALSE
2014-10-06,330.079010009766,345.134002685547,302.559997558594,320.389007568359,79011800,389.9103988647460,25.082401490854200,42.77413819404100,4.5534298310175400,25.945296745955000,-217612496,,FALSE
2014-10-07,336.18701171875,339.247009277344,320.481994628906,330.584014892578,49199900,387.35214233398400,28.43184712507700,42.77413819404100,4.5534298310175400,25.432419453275200,-168412596,,FALSE
2014-10-08,352.940002441406,354.364013671875,327.18798828125,336.115997314453,54736300,385.787954157049,36.78052750149730,42.77413819404100,4.5534298310175400,25.55696273451440,-113676296,,FALSE
2014-10-09,365.026000976563,382.726013183594,347.68701171875,352.747985839844,83641104,384.8852605405060,42.03399742934350,42.77413819404100,4.5534298310175400,26.234251215252300,-30035192,,FALSE
